peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
70.63,1.73,V,47,0,0,0,6,7,0,N,2,2,1
76.05,1.66,M,46,0,8,1,6,9,0,N,1,0,1
80.24,1.75,M,44,0,0,1,0,0,0,N,1,2,2
49,1.65,M,38,100,0,1,7,1,0,N,1,3,4
65.25,1.73,V,18,0,0,2,7,10,0,N,3,3,3
75.19,1.77,V,58,0,6,2,0,4,0,N,2,3,4
100.78,1.62,M,31,0,5,8,0,1,0,N,3,3,2
49.6,1.66,M,46,130,0,5,0,0,0,N,2,3,4
64.97,1.59,M,57,0,0,1,0,0,0,N,0,0,1
97.27,1.73,V,36,0,10,0,10,4,5,N,2,2,3
66.97,1.64,V,53,0,1,2,0,0,0,N,2,4,3
58.97,1.81,V,42,110,6,4,6,4,1,N,0,1,0
58.97,1.81,V,40,40,5,0,6,7,0,N,3,4,3
128.16,1.79,M,18,0,19,0,11,0,0,N,0,1,1
97.34,1.56,M,35,0,12,5,17,11,0,N,2,4,3
113.43,1.73,V,53,0,13,4,0,0,0,N,1,3,2
76.92,1.73,M,27,0,5,0,0,0,4,N,0,2,2
57.67,1.79,V,33,30,0,2,0,7,0,N,0,1,2
68.02,1.63,M,23,0,3,0,21,17,0,N,1,2,3
84.7,1.73,M,47,0,13,1,0,0,0,N,2,3,4
82.7,1.68,M,65,0,0,2,0,0,0,N,1,1,0
51.41,1.69,V,44,100,0,0,21,19,1,N,1,3,2
80.59,1.81,V,66,0,11,0,0,6,0,N,0,1,2
75.08,1.59,M,65,0,0,4,1,0,0,N,0,0,2
86.2,1.73,V,46,0,2,0,5,0,0,N,1,1,2
93.11,1.65,M,23,0,0,7,0,0,0,N,0,0,1
97.68,1.7,V,40,0,3,2,18,8,1,N,3,3,3
69.72,1.67,M,18,0,11,1,6,11,0,N,2,2,3
53.51,1.71,M,23,0,5,0,0,5,0,N,2,3,4
112.9,1.68,M,18,0,7,5,16,2,0,N,1,3,2
82.81,1.82,V,51,0,0,0,0,0,0,N,0,1,1
49.6,1.66,M,39,50,0,5,0,0,0,N,0,1,2
49.6,1.66,M,46,80,0,5,5,14,0,N,1,2,2
81.65,1.72,V,42,0,0,2,0,2,0,N,1,0,0
86.73,1.76,V,46,0,15,0,0,8,NA,N,0,0,0
60.16,1.73,V,39,0,0,0,2,6,0,N,2,3,3
47.24,1.62,M,54,40,0,2,14,8,0,N,2,4,4
71.47,1.63,M,65,0,0,2,0,4,0,N,1,0,0
60.98,1.65,M,38,0,0,2,2,2,0,N,2,3,4
79.32,1.74,V,45,0,0,3,0,0,0,N,2,3,3
55.12,1.75,V,49,160,18,3,17,5,1,N,1,2,2
104.43,1.75,V,30,0,0,1,8,0,5,N,0,0,0
122.5,1.75,M,30,0,20,7,13,3,0,N,2,2,1
57.74,1.62,M,20,0,0,1,0,6,0,N,1,2,1
82.69,1.75,V,30,0,0,0,18,11,0,N,1,4,3
72.96,1.62,M,61,0,0,4,0,0,0,N,1,2,3
58.32,1.8,V,67,60,0,0,5,0,0,N,0,1,1
55.94,1.64,M,62,0,3,1,0,4,0,N,2,4,4
50.18,1.6,M,50,0,6,0,0,12,0,N,0,1,0
42.69,1.54,M,42,80,11,11,0,0,0,N,0,3,3
76.25,1.63,M,36,0,7,0,10,5,0,N,2,4,4
79.93,1.74,V,48,0,0,2,7,6,0,N,1,2,3
53.25,1.72,V,18,110,0,0,6,6,0,N,1,0,0
89.6,1.77,V,38,10,0,1,17,2,0,N,2,4,4
99.12,1.76,V,47,0,8,1,11,5,0,N,0,2,4
94.67,1.64,M,18,10,17,7,0,1,0,N,2,4,4
71.66,1.75,V,44,10,7,0,16,14,0,N,3,3,2
82.38,1.75,M,52,0,9,0,7,10,0,N,0,0,1
98.82,1.69,M,42,0,19,0,0,0,4,N,2,2,3
60.28,1.83,V,60,100,0,8,0,0,3,N,1,2,1
51.41,1.69,V,21,60,6,0,9,3,0,N,2,3,4
112.29,1.82,V,35,0,20,0,13,12,0,S,1,2,3
97.68,1.69,M,68,0,0,6,0,0,0,N,1,1,1
59.98,1.64,M,70,0,0,0,1,2,0,N,3,3,3
50.13,1.62,M,44,0,0,0,0,4,2,N,1,2,3
75.08,1.59,M,18,0,0,1,23,17,0,N,1,2,2
90.53,1.74,V,46,0,10,3,0,4,0,N,1,3,2
66.29,1.76,V,50,10,0,5,0,4,0,N,2,2,4
96.65,1.76,V,41,0,0,4,0,0,3,N,0,0,1
78.14,1.58,M,20,0,6,4,0,0,0,N,1,2,3
50.03,1.64,M,30,0,0,0,0,2,0,N,3,4,4
93.25,1.74,V,65,0,2,8,0,8,0,N,0,2,1
102.82,1.69,V,55,0,4,7,0,0,0,N,0,2,3
65.58,1.66,M,37,10,10,3,0,3,0,N,1,3,4
79.26,1.77,V,25,0,0,2,4,6,0,N,1,1,0
63.58,1.74,V,28,0,0,0,0,2,0,N,1,2,3
75.39,1.74,V,58,0,0,2,0,0,0,N,1,2,3
66.97,1.65,M,42,0,10,0,0,0,0,N,2,3,4
79.26,1.62,M,35,0,0,3,8,5,0,N,1,1,1
57.67,1.79,V,52,130,0,0,10,3,0,N,1,2,3
107.02,1.71,V,56,0,10,4,0,0,2,N,1,1,1
71.79,1.56,M,51,0,0,0,7,0,0,N,0,1,1
82.93,1.62,M,42,0,10,0,3,0,0,N,3,3,3
102.07,1.67,M,60,0,12,1,19,12,0,N,2,3,2
56.69,1.62,M,24,0,0,0,0,3,2,N,2,3,2
78.74,1.68,M,19,0,9,0,2,6,3,N,1,1,1
79.22,1.65,M,33,0,0,0,20,13,0,N,1,1,2
79.31,1.73,V,37,0,8,2,11,14,0,N,1,2,3
96.64,1.81,V,37,0,0,5,0,0,0,N,0,2,2
77.45,1.7,V,46,0,0,0,3,0,0,N,1,1,0
46.08,1.6,M,40,190,9,0,23,14,8,N,3,4,4
57.03,1.78,V,48,90,0,0,0,5,0,N,3,4,4
109.35,1.84,V,41,0,10,6,5,7,0,N,2,3,4
94.74,1.71,M,41,0,7,2,4,0,0,N,2,3,3
49,1.65,V,32,30,13,0,0,0,0,N,1,4,4
85.9,1.73,M,29,0,12,1,6,6,1,N,2,3,4
80.19,1.66,M,45,0,0,4,0,1,0,N,2,2,1
72.73,1.81,V,49,0,0,1,0,0,1,N,2,3,3
85.84,1.77,V,57,0,0,1,4,0,0,N,1,3,3
82.48,1.82,V,31,0,0,0,0,0,0,N,0,0,1
90.75,1.7,M,42,0,15,1,0,0,6,N,1,2,4
57.67,1.79,V,65,60,0,0,12,5,0,N,2,3,3
50.8,1.68,V,49,20,0,0,19,11,0,N,2,3,3
109.35,1.76,V,56,0,2,6,14,11,0,N,1,3,2
64.04,1.71,V,26,10,6,1,22,20,2,N,2,3,4
97.9,1.78,V,52,0,11,2,0,2,0,N,2,3,2
80.2,1.77,V,18,10,0,4,0,3,0,N,0,0,0
44.37,1.57,M,18,130,0,0,0,3,0,N,2,3,3
91.37,1.8,V,57,0,5,1,0,0,0,N,1,2,1
105.36,1.74,V,40,0,15,2,1,0,6,N,2,3,3
46.66,1.61,V,47,160,5,6,13,0,1,N,2,4,4
53.25,1.72,M,33,40,0,3,6,0,0,N,0,1,1
66.66,1.62,M,43,0,0,0,4,0,0,N,0,1,3
49,1.65,M,18,180,0,1,0,0,0,N,2,4,3
85.38,1.74,V,31,0,2,4,0,3,0,N,1,1,2
84.83,1.69,V,33,0,3,0,10,0,0,N,1,3,3
85.68,1.71,M,52,0,0,7,0,3,0,N,1,2,2
59.62,1.82,V,31,70,15,3,0,0,0,N,1,0,0
66.67,1.71,V,34,0,0,0,0,0,0,N,2,2,2
75.97,1.69,M,56,0,0,0,5,0,0,N,3,4,2
112.94,1.85,V,38,0,7,2,2,0,4,N,2,0,1
80.88,1.67,V,51,0,3,0,14,8,0,N,1,3,3
93.79,1.63,M,64,0,9,1,8,7,0,N,0,1,0
83.64,1.76,V,43,0,0,0,12,6,0,N,2,4,3
123.9,1.76,V,18,0,15,2,14,9,0,N,0,0,0
101.18,1.72,V,45,0,0,2,18,11,0,N,1,2,0
77.53,1.67,M,44,0,8,0,7,4,0,N,1,2,4
73,1.77,V,49,10,0,2,7,2,0,S,2,3,2
74.34,1.76,V,38,0,0,0,0,0,0,N,1,2,1
108.9,1.65,M,49,0,24,5,0,5,0,N,1,1,0
52.63,1.71,V,36,70,6,0,13,8,0,N,1,2,2
53.87,1.73,V,50,130,18,0,18,2,0,N,2,2,0
96.51,1.6,M,28,0,1,8,0,0,0,N,0,2,1
113.19,1.83,V,48,0,11,2,3,0,0,N,0,2,2
108.77,1.81,V,30,0,0,0,14,1,0,N,1,1,2
59.84,1.62,M,56,0,0,0,0,0,0,N,1,4,4
100.43,1.63,M,30,0,0,0,22,4,0,S,0,0,0
120.2,1.8,V,81,0,21,2,4,5,0,N,2,3,4
58.53,1.65,M,29,0,3,0,0,3,0,N,0,3,3
90.53,1.74,M,19,0,5,1,0,0,0,N,2,2,1
55.11,1.62,M,38,0,2,0,0,2,0,N,2,4,4
49,1.65,V,45,60,0,0,0,2,0,N,1,1,0
79.61,1.64,M,39,0,3,1,1,0,0,N,1,2,1
89.12,1.75,M,50,0,0,0,5,1,0,N,0,0,0
90.94,1.71,M,46,0,1,0,6,0,0,N,0,0,0
86.2,1.73,V,43,0,8,2,0,0,5,N,1,3,4
82.38,1.78,V,50,0,5,0,9,8,0,N,0,2,3
100.86,1.7,V,39,0,0,0,29,14,0,S,2,3,3
68.26,1.69,V,34,0,4,0,1,2,1,N,1,2,2
110.59,1.77,V,58,0,0,8,0,0,0,N,2,3,3
52.63,1.71,M,24,20,0,0,0,0,0,N,2,2,3
80.83,1.77,V,37,0,0,4,0,1,2,N,1,2,3
51.37,1.64,M,35,0,1,0,9,13,0,N,2,2,4
76.79,1.8,V,18,0,0,3,0,0,0,N,2,2,4
121.1,1.74,V,18,0,14,4,9,0,0,N,0,2,2
125.32,1.77,V,42,0,20,7,0,0,0,N,1,3,4
58.62,1.78,V,33,0,0,1,0,5,0,N,0,3,4
64.62,1.75,V,18,30,0,4,10,0,0,N,0,2,2
56.38,1.59,M,43,0,0,0,0,0,0,N,3,4,3
80.87,1.54,M,58,0,3,4,7,0,0,S,2,2,4
68.76,1.62,M,55,0,2,0,6,3,0,N,1,1,2
97.79,1.74,M,18,0,0,7,0,0,0,N,2,4,4
49.6,1.66,M,48,80,10,4,13,6,0,N,0,1,2
70.34,1.78,M,55,0,0,2,2,5,0,N,1,2,4
65.9,1.64,M,47,0,0,0,0,1,0,N,1,3,2
48.41,1.64,M,63,40,0,0,12,10,0,N,2,4,4
79.93,1.75,V,35,0,0,4,0,2,0,N,2,3,2
90.37,1.64,M,46,0,16,1,6,6,0,N,2,2,1
55.12,1.75,V,33,40,0,0,0,0,0,N,2,3,2
97.85,1.8,V,48,0,7,0,8,6,1,N,0,2,1
54.5,1.74,V,67,40,0,0,4,5,6,N,0,3,4
75.72,1.7,V,32,0,2,4,7,10,0,S,2,3,4
125.32,1.77,V,29,0,16,2,4,0,0,N,0,1,0
123.9,1.76,V,23,0,6,2,28,5,0,N,3,4,4
66.91,1.76,V,44,0,4,0,0,6,0,N,1,2,2
70.71,1.72,V,58,0,11,0,0,6,2,S,1,2,4
69.65,1.7,V,57,10,0,4,0,3,0,N,1,2,2
55.12,1.75,V,49,30,0,0,16,3,0,N,2,3,3
115.33,1.78,V,43,0,10,0,9,0,0,N,2,4,3
98.77,1.73,V,46,0,7,4,0,6,0,N,0,0,0
84.99,1.64,M,20,0,0,1,7,1,0,N,0,1,1
57.67,1.79,V,41,100,0,0,4,0,0,N,1,2,2
49.6,1.66,M,18,30,2,0,12,3,0,N,1,3,1
125.32,1.77,V,47,0,19,2,2,0,0,N,0,1,0
70.52,1.7,M,37,0,0,0,14,10,0,N,2,3,3
72.17,1.62,M,62,0,7,0,0,0,0,N,1,2,2
73.86,1.63,M,35,0,0,0,15,7,0,N,1,3,2
49.6,1.66,M,18,30,6,2,2,1,0,N,0,1,3
60.96,1.68,V,49,0,0,0,0,0,0,N,2,2,4
49.6,1.66,V,48,40,10,2,6,7,0,S,1,3,2
104.98,1.62,V,18,0,15,3,20,8,7,N,0,1,1
53.87,1.73,V,46,70,0,2,14,9,7,N,1,1,0
70.56,1.67,M,18,0,4,0,3,0,0,N,4,4,4
93.08,1.73,V,25,0,20,3,2,8,0,N,1,4,4
54.5,1.74,V,36,170,0,0,0,2,1,N,1,1,0
75.27,1.76,M,59,0,0,1,1,6,0,N,0,0,0
107.15,1.77,V,56,0,10,2,7,5,0,N,0,1,2
43.8,1.56,M,18,10,0,0,9,5,0,N,3,3,4
94.59,1.63,M,18,0,5,2,16,4,0,N,0,3,2
63.87,1.67,M,40,0,0,0,0,2,0,N,2,2,1
61.7,1.6,M,18,0,0,0,0,0,0,N,1,1,1
91.16,1.68,V,18,0,0,1,15,9,0,N,1,0,0
96.32,1.78,V,33,0,0,5,0,0,0,N,0,2,2
82.71,1.76,V,50,0,4,1,2,0,0,N,1,3,3
86.02,1.87,V,39,0,0,4,10,14,3,N,2,4,3
75.99,1.63,M,66,0,0,4,4,3,0,N,3,4,3
115.67,1.79,V,91,0,6,3,12,8,0,N,0,0,0
56.59,1.63,M,36,0,1,1,0,0,0,N,2,4,4
43.8,1.56,M,64,240,0,1,2,0,5,N,3,2,4
106.45,1.65,M,31,0,8,0,16,0,4,N,0,1,1
93.08,1.73,M,25,10,0,5,12,8,0,N,1,1,0
110.81,1.74,V,45,0,14,3,17,17,0,N,0,2,1
75.68,1.55,M,48,0,0,5,0,0,0,S,3,1,2
84.77,1.74,V,33,0,3,0,16,7,0,N,2,3,3
103.92,1.78,V,29,0,8,2,9,5,0,N,2,2,2
95.55,1.75,V,53,0,1,0,16,6,0,N,1,3,2
98.61,1.75,V,38,0,0,0,17,6,0,N,2,2,1
42.14,1.53,M,35,80,17,0,19,7,0,N,1,3,4
59.55,1.68,M,59,30,0,4,4,0,3,N,0,0,0
60.68,1.68,V,24,0,0,0,0,0,0,N,1,4,4
74.74,1.67,M,33,0,0,4,1,1,0,N,2,4,4
96.53,1.68,M,62,0,19,0,0,0,0,N,1,2,1
103.15,1.76,V,43,0,0,7,0,0,0,N,1,2,2
49.55,1.59,M,44,0,4,0,0,3,0,N,2,4,4
74.95,1.66,M,35,0,0,1,4,0,0,N,1,1,1
51.41,1.69,V,29,130,6,1,0,1,9,N,0,1,1
61.52,1.79,V,68,0,0,0,0,2,0,N,1,2,3
58.32,1.8,V,49,40,1,1,0,4,0,N,2,2,3
95.08,1.7,M,40,0,0,3,9,5,0,N,1,0,1
48.07,1.57,M,44,0,6,0,10,15,0,N,1,3,4
70.11,1.81,V,34,0,3,1,0,3,0,N,1,2,3
86.81,1.78,V,31,0,8,1,0,0,0,N,2,3,4
81.78,1.76,V,51,0,2,0,5,0,4,N,1,3,3
83.59,1.8,V,67,0,0,0,3,0,0,N,1,1,2
75.85,1.62,M,28,0,12,0,8,6,8,N,2,4,4
91.74,1.74,V,66,0,0,5,0,0,0,N,3,3,3
112.61,1.68,V,44,0,2,3,18,5,0,N,2,2,3
65.48,1.59,M,37,20,2,6,16,7,0,N,2,4,4
81.85,1.68,M,58,0,4,3,6,9,0,N,3,4,3
64.45,1.7,M,49,40,5,5,19,8,0,N,2,2,2
112.13,1.76,V,60,0,19,3,14,15,0,N,2,4,4
58.87,1.72,V,36,0,0,3,9,15,0,N,3,4,4
60.28,1.83,V,48,150,0,0,11,6,0,N,2,4,4
76.64,1.55,M,58,0,0,5,0,2,0,N,0,0,0
46.08,1.6,M,46,110,0,7,9,3,1,N,0,0,0
55.12,1.75,V,40,50,0,2,0,0,0,N,3,4,4
54.5,1.74,V,20,0,1,0,0,7,1,N,1,2,2
91.2,1.51,M,46,0,6,8,17,9,0,N,0,2,2
71.8,1.61,M,57,0,9,3,0,9,0,N,0,1,2
74.6,1.65,M,32,0,4,2,0,2,0,N,1,1,2
47.24,1.62,M,33,20,11,0,0,6,0,N,0,2,1
89.6,1.77,V,49,0,12,0,5,10,0,S,0,1,1
117.28,1.81,V,23,0,0,3,13,2,0,N,1,3,1
63.41,1.69,V,65,0,0,2,0,5,0,S,0,1,3
85.21,1.8,V,34,0,0,0,8,0,0,N,3,4,4
102.74,1.68,V,43,0,1,3,7,0,0,N,0,0,0
70.67,1.63,M,50,0,0,5,0,3,0,N,2,4,3
56.39,1.77,V,23,60,0,2,15,3,0,N,2,2,2
57,1.76,V,22,0,0,0,0,2,0,N,1,3,4
82.01,1.73,V,55,0,0,0,14,8,0,N,1,3,3
89.01,1.66,M,54,0,11,1,7,5,0,N,1,2,3
60.52,1.67,M,60,0,0,0,16,19,0,N,1,2,2
61.17,1.61,M,53,0,0,0,2,0,0,N,2,4,2
117.86,1.78,V,38,0,25,0,0,0,0,N,0,1,2
82.18,1.87,V,18,0,4,0,6,10,0,N,0,1,1
50.2,1.67,M,25,80,2,6,0,0,NA,N,2,3,3
77.7,1.77,V,24,0,0,0,11,8,0,N,1,2,2
56.21,1.66,M,47,0,0,0,0,4,0,N,1,2,2
103.75,1.67,M,37,0,3,2,16,7,0,N,0,0,0
71.09,1.66,V,48,0,18,1,0,13,4,N,1,2,2
46.08,1.6,M,25,70,0,2,0,0,0,N,1,2,3
99.35,1.68,M,37,0,15,1,5,2,0,N,2,2,2
64.45,1.7,M,49,50,0,6,18,0,0,N,1,1,1
110.3,1.82,V,50,0,0,7,0,0,1,N,2,2,2
51.41,1.69,M,54,100,4,2,12,6,0,N,1,2,2
52.86,1.55,M,61,0,0,0,7,6,0,N,2,3,4
51.41,1.69,M,44,140,17,0,0,0,4,N,2,4,2
84.97,1.7,M,33,0,8,1,4,1,1,N,2,3,4
90.65,1.71,M,66,0,0,0,10,3,0,S,1,1,0
70.24,1.74,M,20,20,16,0,7,1,1,N,2,2,4
81.87,1.71,V,38,0,0,3,0,0,0,N,0,1,2
68.24,1.73,M,28,0,0,1,1,0,1,N,1,4,4
80.54,1.75,V,50,0,0,2,0,3,0,N,0,2,2
50.2,1.67,M,66,60,0,7,0,4,7,N,2,2,2
75.46,1.63,M,36,0,0,0,8,3,0,N,2,2,2
74.07,1.59,M,37,0,0,2,11,13,0,N,2,1,0
88.02,1.71,V,30,0,11,0,9,3,0,N,3,4,3
83.31,1.79,V,36,0,3,2,0,0,0,N,2,2,3
71.97,1.69,V,18,30,25,3,0,6,0,N,0,2,1
95.8,1.79,V,28,0,0,2,4,0,0,N,1,1,1
45.51,1.59,M,61,0,0,0,0,4,0,N,1,4,4
43.8,1.56,M,46,0,3,0,0,10,0,N,3,4,3
96.12,1.79,V,55,0,0,0,7,0,0,N,2,3,1
109.42,1.81,V,28,0,4,0,12,0,3,N,0,1,2
58.43,1.74,V,50,30,0,6,0,0,0,N,1,2,2
99.66,1.73,V,56,0,0,7,0,2,0,N,0,2,3
77.05,1.65,M,35,0,0,4,1,1,0,N,2,3,3
58.32,1.8,V,18,140,6,2,7,0,0,N,0,3,4
91.74,1.74,V,40,0,14,0,1,2,0,N,2,2,1
76.69,1.83,V,56,10,6,1,6,4,0,N,3,3,3
86.11,1.76,V,57,0,3,0,4,1,0,N,2,2,2
101.73,1.74,M,76,0,3,5,0,0,3,S,1,3,2
84.76,1.63,M,53,0,6,0,1,0,0,N,0,0,0
109.33,1.75,V,18,0,7,0,16,9,5,N,1,0,0
70.02,1.78,V,18,0,0,0,1,1,1,N,1,2,3
46.08,1.6,M,43,20,0,0,5,5,4,S,0,0,2
105.02,1.72,V,49,0,16,0,16,13,0,N,2,2,1
70.2,1.64,M,49,0,0,1,11,13,0,N,0,2,1
62.53,1.8,V,30,0,0,2,2,9,3,N,1,2,3
98.5,1.68,M,52,0,3,0,12,1,0,N,1,3,0
65.31,1.66,M,61,0,0,0,5,5,0,N,2,3,2
84.39,1.83,V,63,40,19,5,10,6,0,N,1,2,2
92.16,1.6,M,53,0,18,2,4,3,0,N,2,4,2
109.24,1.73,V,28,0,0,3,14,3,0,N,1,2,2
70.76,1.71,V,42,0,0,3,11,12,1,N,0,0,4
118.34,1.72,M,35,0,21,2,16,2,0,N,2,4,3
57.03,1.78,V,53,40,0,5,0,1,0,N,1,1,1
57.67,1.79,V,23,0,0,0,0,10,0,N,1,2,2
53.25,1.72,M,18,50,12,3,0,0,0,N,1,3,3
109.03,1.75,V,48,0,12,1,6,0,0,N,2,4,3
79.36,1.66,M,52,0,0,0,18,11,0,N,1,1,1
57.83,1.64,M,51,0,0,0,0,0,0,N,2,3,3
49.05,1.57,M,60,0,7,0,5,14,0,N,3,4,4
80.31,1.62,M,51,0,16,0,11,12,0,N,1,3,4
62.13,1.7,V,38,0,0,0,10,10,0,N,1,2,2
95.78,1.83,V,44,0,0,2,15,7,0,N,1,3,4
107.8,1.75,V,48,0,0,5,14,3,NA,N,3,4,4
123.9,1.76,V,64,0,10,3,7,0,0,N,0,0,0
44.37,1.57,M,49,50,1,5,7,6,2,N,2,4,3
67.22,1.76,V,37,0,0,0,0,2,0,N,1,1,0
69.97,1.69,M,50,0,4,0,0,1,0,N,3,3,2
84.83,1.69,M,38,0,3,4,0,0,0,N,2,3,3
110.24,1.71,V,42,0,0,2,14,0,0,N,2,2,1
84.83,1.69,M,32,0,0,5,0,3,4,N,1,2,3
86.15,1.77,V,56,30,19,6,1,0,0,N,1,2,3
104.73,1.72,V,40,0,1,5,0,0,3,N,1,2,0
59.36,1.71,V,40,0,0,0,0,3,3,N,2,3,3
52.5,1.68,V,46,20,0,4,15,18,0,N,2,4,2
93.26,1.63,M,33,0,7,0,7,0,0,N,1,0,0
66.91,1.76,V,36,0,0,0,0,0,0,N,3,4,4
78.18,1.68,V,39,0,0,3,14,10,0,N,2,3,3
56.75,1.64,M,46,10,8,0,0,2,NA,N,2,2,3
57.67,1.79,V,18,30,3,0,9,7,10,S,0,1,1
106.27,1.74,V,42,0,0,5,2,0,1,N,1,2,1
116.96,1.71,V,21,0,19,4,0,0,0,N,1,0,0
109.53,1.7,M,26,0,0,2,18,7,0,N,0,0,0
84.24,1.8,V,63,0,0,0,0,0,0,N,2,2,0
98.15,1.62,M,48,0,2,4,30,21,0,N,1,1,0
96.83,1.64,M,38,0,5,0,21,10,0,N,0,0,1
62.89,1.65,M,44,10,7,1,0,0,0,N,1,3,3
52.02,1.7,M,29,120,0,2,22,9,0,N,1,2,1
46.08,1.6,M,45,20,0,0,16,8,0,N,2,4,4
78.54,1.69,M,54,0,0,5,0,4,0,N,1,1,3
71.6,1.65,V,45,0,8,0,0,5,0,N,1,2,1
59.83,1.68,M,33,0,0,0,0,8,6,N,1,1,1
79.74,1.85,V,53,0,0,0,0,0,0,N,2,3,2
65.54,1.67,V,40,0,1,0,11,13,0,N,0,1,1
86.36,1.75,V,48,0,7,1,0,0,3,N,1,1,2
52.63,1.71,V,46,130,5,3,6,0,0,N,1,2,3
90.39,1.73,M,47,0,0,2,10,6,0,N,1,1,1
111.82,1.76,V,68,0,2,6,0,0,0,N,1,1,0
106.35,1.7,V,49,0,0,9,4,3,0,N,0,2,2
112.16,1.78,V,33,0,12,5,0,0,0,N,1,1,3
56.39,1.77,V,52,80,0,1,8,5,0,N,2,3,4
89.59,1.7,M,62,0,12,2,0,7,0,N,1,0,0
59.91,1.58,M,18,0,0,3,0,8,0,N,1,1,0
114.24,1.69,M,18,0,18,0,18,0,0,N,1,2,1
65.12,1.69,M,55,0,0,0,0,0,0,N,1,1,2
94.44,1.83,V,54,0,11,0,5,3,0,N,1,3,4
51.84,1.56,M,44,0,0,0,0,7,0,S,0,0,0
92.78,1.73,V,46,0,9,0,6,1,0,N,1,2,2
47.24,1.62,M,46,220,15,0,0,2,0,N,1,2,3
84.17,1.74,V,18,20,9,0,23,9,0,N,0,2,2
126.86,1.82,V,31,0,16,5,0,3,5,N,0,2,1
77.16,1.62,M,47,10,0,4,21,12,0,N,2,2,3
67.55,1.71,V,45,0,0,0,1,1,0,N,1,3,2
74.65,1.76,V,33,0,1,1,10,9,0,N,0,3,3
103.01,1.64,M,30,0,14,3,0,0,0,N,0,1,1
50.8,1.68,M,30,80,0,0,0,1,0,N,1,2,1
95.16,1.79,V,41,0,0,0,7,0,5,N,1,2,2
112.9,1.68,V,41,0,12,2,20,4,0,N,1,2,3
45.51,1.59,M,53,20,1,0,0,0,0,N,0,0,0
90.65,1.75,V,27,0,0,4,0,0,0,N,1,2,2
52.61,1.63,M,47,0,0,0,0,3,0,N,2,3,3
94.48,1.76,V,18,0,0,7,0,3,4,N,1,2,3
86.2,1.73,V,21,0,7,0,3,0,0,N,0,0,1
99.66,1.73,V,39,0,2,3,0,0,0,N,1,1,0
87.11,1.69,V,33,0,19,0,6,11,0,N,2,3,2
116.96,1.71,V,48,0,20,10,0,0,0,N,1,3,4
53.87,1.73,M,26,30,0,1,0,1,0,N,0,2,3
59.9,1.6,M,29,0,4,0,15,12,0,N,2,4,4
68.01,1.59,M,31,0,0,5,0,3,0,N,2,3,4
79.26,1.77,V,18,0,0,0,5,0,5,N,2,4,4
114.24,1.69,V,36,0,13,6,0,0,0,N,0,1,0
47.24,1.62,M,30,140,6,4,0,9,0,N,2,2,2
96.16,1.75,V,40,0,0,3,4,1,0,N,0,2,2
50.2,1.67,M,47,100,17,0,6,0,0,N,2,2,3
104.15,1.68,M,41,0,0,0,22,3,0,N,1,3,2
90.87,1.63,M,58,0,21,4,7,14,0,N,2,3,3
54.5,1.74,V,18,90,0,2,0,1,0,N,2,4,4
83.23,1.7,V,18,0,0,2,6,4,0,N,0,0,0
81,1.8,V,45,0,0,5,0,6,0,N,1,3,4
83.8,1.73,V,66,0,4,0,12,8,5,N,2,3,3
53.87,1.73,V,44,130,0,2,22,12,0,N,1,0,0
52.02,1.7,V,46,220,0,1,0,4,0,N,2,2,3
106.83,1.77,V,49,0,1,2,22,14,0,N,0,2,2
56.39,1.77,V,49,40,9,0,10,5,0,N,0,0,0
46.66,1.61,M,18,70,0,7,0,6,0,N,1,1,2
63.88,1.74,M,38,0,8,0,0,6,0,N,1,4,3
68.05,1.67,M,59,20,3,2,17,9,4,N,1,3,3
75.72,1.7,V,21,0,1,3,0,5,0,N,0,1,1
98.51,1.72,V,36,0,5,0,6,2,0,N,0,1,0
92.93,1.76,V,18,0,7,1,15,13,0,N,2,3,2
70.33,1.73,V,58,0,0,3,0,4,0,N,1,2,3
64.25,1.65,M,35,0,0,0,0,1,0,N,0,0,1
53.25,1.72,M,41,130,0,0,0,1,0,N,1,0,2
52.02,1.7,V,59,40,0,0,10,9,0,N,1,2,2
72.89,1.58,M,53,0,5,2,3,4,0,N,1,2,1
47.82,1.63,M,31,20,0,0,4,3,0,N,2,1,1
77.13,1.76,V,20,0,4,0,10,7,5,N,1,3,4
60.94,1.84,V,28,170,0,4,0,3,0,N,0,2,0
60.83,1.78,V,22,40,3,7,5,1,0,N,2,2,2
85.7,1.66,V,23,0,20,0,0,4,0,N,2,3,2
55.12,1.75,V,34,170,10,2,9,0,0,N,1,2,0
83.61,1.75,V,21,0,6,2,0,8,0,N,1,0,0
72.87,1.78,V,23,0,0,2,0,0,0,N,2,3,4
66.62,1.61,M,26,0,0,0,16,15,0,S,1,0,0
64.54,1.61,M,31,0,5,0,5,9,0,N,1,2,1
108.77,1.67,M,46,0,3,1,23,7,0,N,1,1,1
103.7,1.77,V,42,0,0,0,14,1,0,N,1,1,1
83.88,1.58,M,55,0,0,2,12,2,1,N,2,3,3
84.18,1.64,M,54,0,10,3,0,0,0,N,1,2,4
57.76,1.73,V,59,50,19,8,0,0,0,N,1,3,4
56.06,1.67,M,38,0,0,0,14,15,0,N,0,2,4
58.32,1.8,V,48,40,0,0,15,0,0,N,1,3,4
